Country	Lat	Long	Infections	Date
China	33.882	113.61399999999999	1271	23 Feb
China	33.882	113.61399999999999	1271	24 Feb
China	33.882	113.61399999999999	1271	25 Feb
China	33.882	113.61399999999999	1271	26 Feb
China	33.882	113.61399999999999	1272	27 Feb
China	33.882	113.61399999999999	1272	28 Feb
China	33.882	113.61399999999999	1272	29 Feb
China	33.882	113.61399999999999	1272	01 Mar
China	33.882	113.61399999999999	1272	02 Mar
China	33.882	113.61399999999999	1272	03 Mar
China	33.882	113.61399999999999	1272	04 Mar
China	33.882	113.61399999999999	1272	05 Mar
China	33.882	113.61399999999999	1272	06 Mar
China	33.882	113.61399999999999	1272	07 Mar
China	33.882	113.61399999999999	1272	08 Mar
China	33.882	113.61399999999999	1272	09 Mar
China	33.882	113.61399999999999	1272	10 Mar
China	33.882	113.61399999999999	1273	11 Mar
China	33.882	113.61399999999999	1273	12 Mar
China	33.882	113.61399999999999	1273	13 Mar
China	33.882	113.61399999999999	1273	14 Mar
China	33.882	113.61399999999999	1273	15 Mar
China	33.882	113.61399999999999	1273	16 Mar
China	29.1832	120.0934	10	22 Jan
China	29.1832	120.0934	27	23 Jan
China	29.1832	120.0934	43	24 Jan
China	29.1832	120.0934	62	25 Jan
China	29.1832	120.0934	104	26 Jan
China	29.1832	120.0934	128	27 Jan
China	29.1832	120.0934	173	28 Jan
China	29.1832	120.0934	296	29 Jan
China	29.1832	120.0934	428	30 Jan
China	29.1832	120.0934	538	31 Jan
China	29.1832	120.0934	599	01 Feb
China	29.1832	120.0934	661	02 Feb
China	29.1832	120.0934	724	03 Feb
China	29.1832	120.0934	829	04 Feb
China	29.1832	120.0934	895	05 Feb
China	29.1832	120.0934	954	06 Feb
China	29.1832	120.0934	1006	07 Feb
China	29.1832	120.0934	1048	08 Feb
China	29.1832	120.0934	1075	09 Feb
China	29.1832	120.0934	1092	10 Feb
China	29.1832	120.0934	1117	11 Feb
China	29.1832	120.0934	1131	12 Feb
China	29.1832	120.0934	1145	13 Feb
China	29.1832	120.0934	1155	14 Feb
China	29.1832	120.0934	1162	15 Feb
China	29.1832	120.0934	1167	16 Feb
China	29.1832	120.0934	1171	17 Feb
China	29.1832	120.0934	1172	18 Feb
China	29.1832	120.0934	1174	19 Feb
China	29.1832	120.0934	1175	20 Feb
China	29.1832	120.0934	1203	21 Feb
China	29.1832	120.0934	1205	22 Feb
China	29.1832	120.0934	1205	23 Feb
China	29.1832	120.0934	1205	24 Feb
China	29.1832	120.0934	1205	25 Feb
China	29.1832	120.0934	1205	26 Feb
China	29.1832	120.0934	1205	27 Feb
China	29.1832	120.0934	1205	28 Feb
China	29.1832	120.0934	1205	29 Feb
China	29.1832	120.0934	1205	01 Mar
China	29.1832	120.0934	1206	02 Mar
China	29.1832	120.0934	1213	03 Mar
China	29.1832	120.0934	1213	04 Mar
China	29.1832	120.0934	1215	05 Mar
China	29.1832	120.0934	1215	06 Mar
China	29.1832	120.0934	1215	07 Mar
China	29.1832	120.0934	1215	08 Mar
China	29.1832	120.0934	1215	09 Mar
China	29.1832	120.0934	1215	10 Mar
China	29.1832	120.0934	1215	11 Mar
China	29.1832	120.0934	1215	12 Mar
China	29.1832	120.0934	1215	13 Mar
China	29.1832	120.0934	1227	14 Mar
China	29.1832	120.0934	1231	15 Mar
China	29.1832	120.0934	1231	16 Mar
China	27.6104	111.7088	4	22 Jan
China	27.6104	111.7088	9	23 Jan
China	27.6104	111.7088	24	24 Jan
China	27.6104	111.7088	43	25 Jan
China	27.6104	111.7088	69	26 Jan
China	27.6104	111.7088	100	27 Jan
China	27.6104	111.7088	143	28 Jan
China	27.6104	111.7088	221	29 Jan
China	27.6104	111.7088	277	30 Jan
China	27.6104	111.7088	332	31 Jan
China	27.6104	111.7088	389	01 Feb
China	27.6104	111.7088	463	02 Feb
China	27.6104	111.7088	521	03 Feb
China	27.6104	111.7088	593	04 Feb
China	27.6104	111.7088	661	05 Feb
China	27.6104	111.7088	711	06 Feb
China	27.6104	111.7088	772	07 Feb
China	27.6104	111.7088	803	08 Feb
China	27.6104	111.7088	838	09 Feb
China	27.6104	111.7088	879	10 Feb
China	27.6104	111.7088	912	11 Feb
China	27.6104	111.7088	946	12 Feb
China	27.6104	111.7088	968	13 Feb
China	27.6104	111.7088	988	14 Feb
China	27.6104	111.7088	1001	15 Feb
China	27.6104	111.7088	1004	16 Feb
China	27.6104	111.7088	1006	17 Feb
China	27.6104	111.7088	1007	18 Feb
China	27.6104	111.7088	1008	19 Feb
China	27.6104	111.7088	1010	20 Feb
China	27.6104	111.7088	1011	21 Feb
China	27.6104	111.7088	1013	22 Feb
China	27.6104	111.7088	1016	23 Feb
China	27.6104	111.7088	1016	24 Feb
China	27.6104	111.7088	1016	25 Feb
China	27.6104	111.7088	1016	26 Feb
China	27.6104	111.7088	1017	27 Feb
China	27.6104	111.7088	1017	28 Feb
China	27.6104	111.7088	1018	29 Feb
China	27.6104	111.7088	1018	01 Mar
China	27.6104	111.7088	1018	02 Mar
China	27.6104	111.7088	1018	03 Mar
China	27.6104	111.7088	1018	04 Mar
China	27.6104	111.7088	1018	05 Mar
China	27.6104	111.7088	1018	06 Mar
China	27.6104	111.7088	1018	07 Mar
China	27.6104	111.7088	1018	08 Mar
China	27.6104	111.7088	1018	09 Mar
China	27.6104	111.7088	1018	10 Mar
China	27.6104	111.7088	1018	11 Mar
China	27.6104	111.7088	1018	12 Mar
China	27.6104	111.7088	1018	13 Mar
China	27.6104	111.7088	1018	14 Mar
China	27.6104	111.7088	1018	15 Mar
China	27.6104	111.7088	1018	16 Mar
China	31.8257	117.2264	1	22 Jan
China	31.8257	117.2264	9	23 Jan
China	31.8257	117.2264	15	24 Jan
China	31.8257	117.2264	39	25 Jan
China	31.8257	117.2264	60	26 Jan
China	31.8257	117.2264	70	27 Jan
China	31.8257	117.2264	106	28 Jan
China	31.8257	117.2264	152	29 Jan
China	31.8257	117.2264	200	30 Jan
China	31.8257	117.2264	237	31 Jan
China	31.8257	117.2264	297	01 Feb
China	31.8257	117.2264	340	02 Feb
China	31.8257	117.2264	408	03 Feb
China	31.8257	117.2264	480	04 Feb
China	31.8257	117.2264	530	05 Feb
China	31.8257	117.2264	591	06 Feb
China	31.8257	117.2264	665	07 Feb
China	31.8257	117.2264	733	08 Feb
China	31.8257	117.2264	779	09 Feb
China	31.8257	117.2264	830	10 Feb
China	31.8257	117.2264	860	11 Feb
China	31.8257	117.2264	889	12 Feb
China	31.8257	117.2264	910	13 Feb
China	31.8257	117.2264	934	14 Feb
China	31.8257	117.2264	950	15 Feb
China	31.8257	117.2264	962	16 Feb
China	31.8257	117.2264	973	17 Feb
China	31.8257	117.2264	982	18 Feb
China	31.8257	117.2264	986	19 Feb
China	31.8257	117.2264	987	20 Feb
China	31.8257	117.2264	988	21 Feb
China	31.8257	117.2264	989	22 Feb
China	31.8257	117.2264	989	23 Feb
China	31.8257	117.2264	989	24 Feb
China	31.8257	117.2264	989	25 Feb
China	31.8257	117.2264	989	26 Feb
China	31.8257	117.2264	989	27 Feb
China	31.8257	117.2264	990	28 Feb
China	31.8257	117.2264	990	29 Feb
China	31.8257	117.2264	990	01 Mar
China	31.8257	117.2264	990	02 Mar
China	31.8257	117.2264	990	03 Mar
China	31.8257	117.2264	990	04 Mar
China	31.8257	117.2264	990	05 Mar
China	31.8257	117.2264	990	06 Mar
China	31.8257	117.2264	990	07 Mar
China	31.8257	117.2264	990	08 Mar
China	31.8257	117.2264	990	09 Mar
China	31.8257	117.2264	990	10 Mar
China	31.8257	117.2264	990	11 Mar
China	31.8257	117.2264	990	12 Mar
China	31.8257	117.2264	990	13 Mar
China	31.8257	117.2264	990	14 Mar
China	31.8257	117.2264	990	15 Mar
China	31.8257	117.2264	990	16 Mar
China	27.614	115.7221	2	22 Jan
China	27.614	115.7221	7	23 Jan
China	27.614	115.7221	18	24 Jan
China	27.614	115.7221	18	25 Jan
China	27.614	115.7221	36	26 Jan
China	27.614	115.7221	72	27 Jan
China	27.614	115.7221	109	28 Jan
China	27.614	115.7221	109	29 Jan
China	27.614	115.7221	162	30 Jan
China	27.614	115.7221	240	31 Jan
China	27.614	115.7221	286	01 Feb
China	27.614	115.7221	333	02 Feb
China	27.614	115.7221	391	03 Feb
China	27.614	115.7221	476	04 Feb
China	27.614	115.7221	548	05 Feb
China	27.614	115.7221	600	06 Feb
China	27.614	115.7221	661	07 Feb
China	27.614	115.7221	698	08 Feb
China	27.614	115.7221	740	09 Feb
China	27.614	115.7221	771	10 Feb
China	27.614	115.7221	804	11 Feb
China	27.614	115.7221	844	12 Feb
China	27.614	115.7221	872	13 Feb
China	27.614	115.7221	900	14 Feb
China	27.614	115.7221	913	15 Feb
China	27.614	115.7221	925	16 Feb
China	27.614	115.7221	930	17 Feb
China	27.614	115.7221	933	18 Feb
China	27.614	115.7221	934	19 Feb
China	27.614	115.7221	934	20 Feb
China	27.614	115.7221	934	21 Feb
China	27.614	115.7221	934	22 Feb
China	27.614	115.7221	934	23 Feb
China	27.614	115.7221	934	24 Feb
China	27.614	115.7221	934	25 Feb
China	27.614	115.7221	934	26 Feb
China	27.614	115.7221	934	27 Feb
China	27.614	115.7221	935	28 Feb
China	27.614	115.7221	935	29 Feb
China	27.614	115.7221	935	01 Mar
China	27.614	115.7221	935	02 Mar
China	27.614	115.7221	935	03 Mar
China	27.614	115.7221	935	04 Mar
China	27.614	115.7221	935	05 Mar
China	27.614	115.7221	935	06 Mar
China	27.614	115.7221	935	07 Mar
China	27.614	115.7221	935	08 Mar
China	27.614	115.7221	935	09 Mar
China	27.614	115.7221	935	10 Mar
China	27.614	115.7221	935	11 Mar
China	27.614	115.7221	935	12 Mar
China	27.614	115.7221	935	13 Mar
China	27.614	115.7221	935	14 Mar
China	27.614	115.7221	935	15 Mar
China	27.614	115.7221	935	16 Mar
China	36.3427	118.1498	2	22 Jan
China	36.3427	118.1498	6	23 Jan
China	36.3427	118.1498	15	24 Jan
China	36.3427	118.1498	27	25 Jan
China	36.3427	118.1498	46	26 Jan
China	36.3427	118.1498	75	27 Jan
China	36.3427	118.1498	95	28 Jan
China	36.3427	118.1498	130	29 Jan
China	36.3427	118.1498	158	30 Jan
China	36.3427	118.1498	184	31 Jan
China	36.3427	118.1498	206	01 Feb
China	36.3427	118.1498	230	02 Feb
China	36.3427	118.1498	259	03 Feb
China	36.3427	118.1498	275	04 Feb
China	36.3427	118.1498	307	05 Feb
China	36.3427	118.1498	347	06 Feb
China	36.3427	118.1498	386	07 Feb
China	36.3427	118.1498	416	08 Feb
China	36.3427	118.1498	444	09 Feb
China	36.3427	118.1498	466	10 Feb
China	36.3427	118.1498	487	11 Feb
China	36.3427	118.1498	497	12 Feb
China	36.3427	118.1498	509	13 Feb
China	36.3427	118.1498	523	14 Feb
China	36.3427	118.1498	532	15 Feb
China	36.3427	118.1498	537	16 Feb
China	36.3427	118.1498	541	17 Feb
China	36.3427	118.1498	543	18 Feb
China	36.3427	118.1498	544	19 Feb
China	36.3427	118.1498	546	20 Feb
China	36.3427	118.1498	749	21 Feb
China	36.3427	118.1498	750	22 Feb
China	36.3427	118.1498	754	23 Feb
China	36.3427	118.1498	755	24 Feb
China	36.3427	118.1498	756	25 Feb
China	36.3427	118.1498	756	26 Feb
China	36.3427	118.1498	756	27 Feb
China	36.3427	118.1498	756	28 Feb
China	36.3427	118.1498	756	29 Feb
China	36.3427	118.1498	758	01 Mar
China	36.3427	118.1498	758	02 Mar
China	36.3427	118.1498	758	03 Mar
China	36.3427	118.1498	758	04 Mar
China	36.3427	118.1498	758	05 Mar
China	36.3427	118.1498	758	06 Mar
China	36.3427	118.1498	758	07 Mar
China	36.3427	118.1498	758	08 Mar
China	36.3427	118.1498	758	09 Mar
China	36.3427	118.1498	758	10 Mar
China	36.3427	118.1498	760	11 Mar
China	36.3427	118.1498	760	12 Mar
China	36.3427	118.1498	760	13 Mar
China	36.3427	118.1498	760	14 Mar
China	36.3427	118.1498	760	15 Mar
China	36.3427	118.1498	760	16 Mar
Cruise Ship	35.4437	139.638	61	07 Feb
Cruise Ship	35.4437	139.638	61	08 Feb
Cruise Ship	35.4437	139.638	64	09 Feb
Cruise Ship	35.4437	139.638	135	10 Feb
Cruise Ship	35.4437	139.638	135	11 Feb
Cruise Ship	35.4437	139.638	175	12 Feb
Cruise Ship	35.4437	139.638	175	13 Feb
Cruise Ship	35.4437	139.638	218	14 Feb
Cruise Ship	35.4437	139.638	285	15 Feb
Cruise Ship	35.4437	139.638	355	16 Feb
Cruise Ship	35.4437	139.638	454	17 Feb
Cruise Ship	35.4437	139.638	542	18 Feb
Cruise Ship	35.4437	139.638	621	19 Feb
Cruise Ship	35.4437	139.638	634	20 Feb
Cruise Ship	35.4437	139.638	634	21 Feb
Cruise Ship	35.4437	139.638	634	22 Feb
Cruise Ship	35.4437	139.638	691	23 Feb
Cruise Ship	35.4437	139.638	691	24 Feb
Cruise Ship	35.4437	139.638	691	25 Feb
Cruise Ship	35.4437	139.638	705	26 Feb
Cruise Ship	35.4437	139.638	705	27 Feb
Cruise Ship	35.4437	139.638	705	28 Feb
Cruise Ship	35.4437	139.638	705	29 Feb
Cruise Ship	35.4437	139.638	705	01 Mar
Cruise Ship	35.4437	139.638	705	02 Mar
Cruise Ship	35.4437	139.638	706	03 Mar
Cruise Ship	35.4437	139.638	706	04 Mar
Cruise Ship	35.4437	139.638	706	05 Mar
Cruise Ship	35.4437	139.638	696	06 Mar
Cruise Ship	35.4437	139.638	696	07 Mar
Cruise Ship	35.4437	139.638	696	08 Mar
Cruise Ship	35.4437	139.638	696	09 Mar
Cruise Ship	35.4437	139.638	696	10 Mar
Cruise Ship	35.4437	139.638	696	11 Mar
Cruise Ship	35.4437	139.638	696	12 Mar
Cruise Ship	35.4437	139.638	696	13 Mar
Cruise Ship	35.4437	139.638	696	14 Mar
Cruise Ship	35.4437	139.638	696	15 Mar
Cruise Ship	35.4437	139.638	696	16 Mar
China	32.9711	119.455	1	22 Jan
China	32.9711	119.455	5	23 Jan
China	32.9711	119.455	9	24 Jan
China	32.9711	119.455	18	25 Jan
China	32.9711	119.455	33	26 Jan
China	32.9711	119.455	47	27 Jan
China	32.9711	119.455	70	28 Jan
China	32.9711	119.455	99	29 Jan
China	32.9711	119.455	129	30 Jan
China	32.9711	119.455	168	31 Jan
China	32.9711	119.455	202	01 Feb
China	32.9711	119.455	236	02 Feb
China	32.9711	119.455	271	03 Feb
China	32.9711	119.455	308	04 Feb
China	32.9711	119.455	341	05 Feb
China	32.9711	119.455	373	06 Feb
China	32.9711	119.455	408	07 Feb
China	32.9711	119.455	439	08 Feb
China	32.9711	119.455	468	09 Feb
China	32.9711	119.455	492	10 Feb
China	32.9711	119.455	515	11 Feb
China	32.9711	119.455	543	12 Feb
China	32.9711	119.455	570	13 Feb
China	32.9711	119.455	593	14 Feb
China	32.9711	119.455	604	15 Feb
China	32.9711	119.455	617	16 Feb
China	32.9711	119.455	626	17 Feb
China	32.9711	119.455	629	18 Feb
China	32.9711	119.455	631	19 Feb
China	32.9711	119.455	631	20 Feb
China	32.9711	119.455	631	21 Feb
China	32.9711	119.455	631	22 Feb
China	32.9711	119.455	631	23 Feb
China	32.9711	119.455	631	24 Feb
China	32.9711	119.455	631	25 Feb
China	32.9711	119.455	631	26 Feb
China	32.9711	119.455	631	27 Feb
China	32.9711	119.455	631	28 Feb
China	32.9711	119.455	631	29 Feb
China	32.9711	119.455	631	01 Mar
China	32.9711	119.455	631	02 Mar
China	32.9711	119.455	631	03 Mar
China	32.9711	119.455	631	04 Mar
China	32.9711	119.455	631	05 Mar
China	32.9711	119.455	631	06 Mar
China	32.9711	119.455	631	07 Mar
China	32.9711	119.455	631	08 Mar
China	32.9711	119.455	631	09 Mar
China	32.9711	119.455	631	10 Mar
China	32.9711	119.455	631	11 Mar
China	32.9711	119.455	631	12 Mar
China	32.9711	119.455	631	13 Mar
China	32.9711	119.455	631	14 Mar
China	32.9711	119.455	631	15 Mar
China	32.9711	119.455	631	16 Mar
China	30.0572	107.874	6	22 Jan
China	30.0572	107.874	9	23 Jan
China	30.0572	107.874	27	24 Jan
China	30.0572	107.874	57	25 Jan
China	30.0572	107.874	75	26 Jan
China	30.0572	107.874	110	27 Jan
China	30.0572	107.874	132	28 Jan
China	30.0572	107.874	147	29 Jan
China	30.0572	107.874	182	30 Jan
China	30.0572	107.874	211	31 Jan
China	30.0572	107.874	247	01 Feb
China	30.0572	107.874	300	02 Feb
China	30.0572	107.874	337	03 Feb
China	30.0572	107.874	366	04 Feb
China	30.0572	107.874	389	05 Feb
China	30.0572	107.874	411	06 Feb
China	30.0572	107.874	426	07 Feb
China	30.0572	107.874	428	08 Feb
China	30.0572	107.874	468	09 Feb
China	30.0572	107.874	486	10 Feb
China	30.0572	107.874	505	11 Feb
China	30.0572	107.874	518	12 Feb
China	30.0572	107.874	529	13 Feb
China	30.0572	107.874	537	14 Feb
China	30.0572	107.874	544	15 Feb
China	30.0572	107.874	551	16 Feb
China	30.0572	107.874	553	17 Feb
China	30.0572	107.874	555	18 Feb
China	30.0572	107.874	560	19 Feb
China	30.0572	107.874	567	20 Feb
China	30.0572	107.874	572	21 Feb
China	30.0572	107.874	573	22 Feb
China	30.0572	107.874	575	23 Feb
China	30.0572	107.874	576	24 Feb
China	30.0572	107.874	576	25 Feb
China	30.0572	107.874	576	26 Feb
China	30.0572	107.874	576	27 Feb
China	30.0572	107.874	576	28 Feb
China	30.0572	107.874	576	29 Feb
China	30.0572	107.874	576	01 Mar
China	30.0572	107.874	576	02 Mar
China	30.0572	107.874	576	03 Mar
China	30.0572	107.874	576	04 Mar
China	30.0572	107.874	576	05 Mar
China	30.0572	107.874	576	06 Mar
China	30.0572	107.874	576	07 Mar
China	30.0572	107.874	576	08 Mar
China	30.0572	107.874	576	09 Mar
China	30.0572	107.874	576	10 Mar
China	30.0572	107.874	576	11 Mar
China	30.0572	107.874	576	12 Mar
China	30.0572	107.874	576	13 Mar
China	30.0572	107.874	576	14 Mar
China	30.0572	107.874	576	15 Mar
China	30.0572	107.874	576	16 Mar
China	30.6171	102.7103	5	22 Jan
China	30.6171	102.7103	8	23 Jan
China	30.6171	102.7103	15	24 Jan
China	30.6171	102.7103	28	25 Jan
China	30.6171	102.7103	44	26 Jan
China	30.6171	102.7103	69	27 Jan
China	30.6171	102.7103	90	28 Jan
China	30.6171	102.7103	108	29 Jan
China	30.6171	102.7103	142	30 Jan
China	30.6171	102.7103	177	31 Jan
China	30.6171	102.7103	207	01 Feb
China	30.6171	102.7103	231	02 Feb
China	30.6171	102.7103	254	03 Feb
China	30.6171	102.7103	282	04 Feb
China	30.6171	102.7103	301	05 Feb
China	30.6171	102.7103	321	06 Feb
China	30.6171	102.7103	344	07 Feb
China	30.6171	102.7103	364	08 Feb
China	30.6171	102.7103	386	09 Feb
China	30.6171	102.7103	405	10 Feb
China	30.6171	102.7103	417	11 Feb
China	30.6171	102.7103	436	12 Feb
China	30.6171	102.7103	451	13 Feb
China	30.6171	102.7103	463	14 Feb
China	30.6171	102.7103	470	15 Feb
China	30.6171	102.7103	481	16 Feb
China	30.6171	102.7103	495	17 Feb
China	30.6171	102.7103	508	18 Feb
China	30.6171	102.7103	514	19 Feb
China	30.6171	102.7103	520	20 Feb
China	30.6171	102.7103	525	21 Feb
China	30.6171	102.7103	526	22 Feb
China	30.6171	102.7103	526	23 Feb
China	30.6171	102.7103	527	24 Feb
China	30.6171	102.7103	529	25 Feb
China	30.6171	102.7103	531	26 Feb
China	30.6171	102.7103	534	27 Feb
China	30.6171	102.7103	538	28 Feb
China	30.6171	102.7103	538	29 Feb
China	30.6171	102.7103	538	01 Mar
China	30.6171	102.7103	538	02 Mar
China	30.6171	102.7103	538	03 Mar
China	30.6171	102.7103	538	04 Mar
China	30.6171	102.7103	539	05 Mar
China	30.6171	102.7103	539	06 Mar
China	30.6171	102.7103	539	07 Mar
China	30.6171	102.7103	539	08 Mar
China	30.6171	102.7103	539	09 Mar
China	30.6171	102.7103	539	10 Mar
China	30.6171	102.7103	539	11 Mar
China	30.6171	102.7103	539	12 Mar
China	30.6171	102.7103	539	13 Mar
China	30.6171	102.7103	539	14 Mar
China	30.6171	102.7103	539	15 Mar
China	30.6171	102.7103	539	16 Mar
China	47.861999999999995	127.7615	2	23 Jan
China	47.861999999999995	127.7615	4	24 Jan
China	47.861999999999995	127.7615	9	25 Jan
China	47.861999999999995	127.7615	15	26 Jan
China	47.861999999999995	127.7615	21	27 Jan
China	47.861999999999995	127.7615	33	28 Jan
China	47.861999999999995	127.7615	38	29 Jan
China	47.861999999999995	127.7615	44	30 Jan
China	47.861999999999995	127.7615	59	31 Jan
China	47.861999999999995	127.7615	80	01 Feb
China	47.861999999999995	127.7615	95	02 Feb
China	47.861999999999995	127.7615	121	03 Feb
China	47.861999999999995	127.7615	155	04 Feb
China	47.861999999999995	127.7615	190	05 Feb
China	47.861999999999995	127.7615	227	06 Feb
China	47.861999999999995	127.7615	277	07 Feb
China	47.861999999999995	127.7615	295	08 Feb
China	47.861999999999995	127.7615	307	09 Feb
China	47.861999999999995	127.7615	331	10 Feb
China	47.861999999999995	127.7615	360	11 Feb
China	47.861999999999995	127.7615	378	12 Feb
China	47.861999999999995	127.7615	395	13 Feb
China	47.861999999999995	127.7615	419	14 Feb
China	47.861999999999995	127.7615	425	15 Feb
China	47.861999999999995	127.7615	445	16 Feb
China	47.861999999999995	127.7615	457	17 Feb
China	47.861999999999995	127.7615	464	18 Feb
China	47.861999999999995	127.7615	470	19 Feb
China	47.861999999999995	127.7615	476	20 Feb
China	47.861999999999995	127.7615	479	21 Feb
China	47.861999999999995	127.7615	479	22 Feb
China	47.861999999999995	127.7615	480	23 Feb
China	47.861999999999995	127.7615	480	24 Feb
China	47.861999999999995	127.7615	480	25 Feb
China	47.861999999999995	127.7615	480	26 Feb
China	47.861999999999995	127.7615	480	27 Feb
China	47.861999999999995	127.7615	480	28 Feb
China	47.861999999999995	127.7615	480	29 Feb
China	47.861999999999995	127.7615	480	01 Mar
China	47.861999999999995	127.7615	480	02 Mar
China	47.861999999999995	127.7615	480	03 Mar
China	47.861999999999995	127.7615	480	04 Mar
China	47.861999999999995	127.7615	481	05 Mar
China	47.861999999999995	127.7615	481	06 Mar
China	47.861999999999995	127.7615	481	07 Mar
China	47.861999999999995	127.7615	481	08 Mar
China	47.861999999999995	127.7615	481	09 Mar
China	47.861999999999995	127.7615	481	10 Mar
China	47.861999999999995	127.7615	482	11 Mar
China	47.861999999999995	127.7615	482	12 Mar
China	47.861999999999995	127.7615	482	13 Mar
China	47.861999999999995	127.7615	482	14 Mar
China	47.861999999999995	127.7615	482	15 Mar
China	47.861999999999995	127.7615	482	16 Mar
Denmark	56.2639	9.5018	1	27 Feb
Denmark	56.2639	9.5018	1	28 Feb
Denmark	56.2639	9.5018	3	29 Feb
Denmark	56.2639	9.5018	4	01 Mar
Denmark	56.2639	9.5018	4	02 Mar
Denmark	56.2639	9.5018	6	03 Mar
Denmark	56.2639	9.5018	10	04 Mar
Denmark	56.2639	9.5018	10	05 Mar
Denmark	56.2639	9.5018	23	06 Mar
Denmark	56.2639	9.5018	23	07 Mar
Denmark	56.2639	9.5018	35	08 Mar
Denmark	56.2639	9.5018	90	09 Mar
Denmark	56.2639	9.5018	262	10 Mar
Denmark	56.2639	9.5018	442	11 Mar
Denmark	56.2639	9.5018	615	12 Mar
Denmark	56.2639	9.5018	801	13 Mar
Denmark	56.2639	9.5018	827	14 Mar
Denmark	56.2639	9.5018	864	15 Mar
Denmark	56.2639	9.5018	914	16 Mar
China	40.1824	116.4142	14	22 Jan
China	40.1824	116.4142	22	23 Jan
China	40.1824	116.4142	36	24 Jan
China	40.1824	116.4142	41	25 Jan
China	40.1824	116.4142	68	26 Jan
China	40.1824	116.4142	80	27 Jan
China	40.1824	116.4142	91	28 Jan
China	40.1824	116.4142	111	29 Jan
China	40.1824	116.4142	114	30 Jan
China	40.1824	116.4142	139	31 Jan
China	40.1824	116.4142	168	01 Feb
China	40.1824	116.4142	191	02 Feb
China	40.1824	116.4142	212	03 Feb
China	40.1824	116.4142	228	04 Feb
China	40.1824	116.4142	253	05 Feb
China	40.1824	116.4142	274	06 Feb
China	40.1824	116.4142	297	07 Feb
China	40.1824	116.4142	315	08 Feb
China	40.1824	116.4142	326	09 Feb
China	40.1824	116.4142	337	10 Feb
China	40.1824	116.4142	342	11 Feb
China	40.1824	116.4142	352	12 Feb
China	40.1824	116.4142	366	13 Feb
China	40.1824	116.4142	372	14 Feb
China	40.1824	116.4142	375	15 Feb
China	40.1824	116.4142	380	16 Feb
China	40.1824	116.4142	381	17 Feb
China	40.1824	116.4142	387	18 Feb
China	40.1824	116.4142	393	19 Feb
China	40.1824	116.4142	395	20 Feb
China	40.1824	116.4142	396	21 Feb
China	40.1824	116.4142	399	22 Feb
China	40.1824	116.4142	399	23 Feb
China	40.1824	116.4142	399	24 Feb
China	40.1824	116.4142	400	25 Feb
China	40.1824	116.4142	400	26 Feb
China	40.1824	116.4142	410	27 Feb
China	40.1824	116.4142	410	28 Feb
China	40.1824	116.4142	411	29 Feb
China	40.1824	116.4142	413	01 Mar
China	40.1824	116.4142	414	02 Mar
China	40.1824	116.4142	414	03 Mar
China	40.1824	116.4142	418	04 Mar
China	40.1824	116.4142	418	05 Mar
China	40.1824	116.4142	422	06 Mar
China	40.1824	116.4142	426	07 Mar
China	40.1824	116.4142	428	08 Mar
China	40.1824	116.4142	428	09 Mar
China	40.1824	116.4142	429	10 Mar
China	40.1824	116.4142	435	11 Mar
China	40.1824	116.4142	435	12 Mar
China	40.1824	116.4142	436	13 Mar
China	40.1824	116.4142	437	14 Mar
China	40.1824	116.4142	442	15 Mar
China	40.1824	116.4142	452	16 Mar
China	31.201999999999998	121.4491	9	22 Jan
China	31.201999999999998	121.4491	16	23 Jan
China	31.201999999999998	121.4491	20	24 Jan
China	31.201999999999998	121.4491	33	25 Jan
China	31.201999999999998	121.4491	40	26 Jan
China	31.201999999999998	121.4491	53	27 Jan
China	31.201999999999998	121.4491	66	28 Jan
China	31.201999999999998	121.4491	96	29 Jan
China	31.201999999999998	121.4491	112	30 Jan
China	31.201999999999998	121.4491	135	31 Jan
China	31.201999999999998	121.4491	169	01 Feb
China	31.201999999999998	121.4491	182	02 Feb
China	31.201999999999998	121.4491	203	03 Feb
China	31.201999999999998	121.4491	219	04 Feb
China	31.201999999999998	121.4491	243	05 Feb
China	31.201999999999998	121.4491	257	06 Feb
China	31.201999999999998	121.4491	277	07 Feb
China	31.201999999999998	121.4491	286	08 Feb
China	31.201999999999998	121.4491	293	09 Feb
China	31.201999999999998	121.4491	299	10 Feb
China	31.201999999999998	121.4491	303	11 Feb
China	31.201999999999998	121.4491	311	12 Feb
China	31.201999999999998	121.4491	315	13 Feb
China	31.201999999999998	121.4491	318	14 Feb
China	31.201999999999998	121.4491	326	15 Feb
China	31.201999999999998	121.4491	328	16 Feb
China	31.201999999999998	121.4491	333	17 Feb
China	31.201999999999998	121.4491	333	18 Feb
China	31.201999999999998	121.4491	333	19 Feb
China	31.201999999999998	121.4491	334	20 Feb
China	31.201999999999998	121.4491	334	21 Feb
China	31.201999999999998	121.4491	335	22 Feb
China	31.201999999999998	121.4491	335	23 Feb
China	31.201999999999998	121.4491	335	24 Feb
China	31.201999999999998	121.4491	336	25 Feb
China	31.201999999999998	121.4491	337	26 Feb
China	31.201999999999998	121.4491	337	27 Feb
China	31.201999999999998	121.4491	337	28 Feb
China	31.201999999999998	121.4491	337	29 Feb
China	31.201999999999998	121.4491	337	01 Mar
China	31.201999999999998	121.4491	337	02 Mar
China	31.201999999999998	121.4491	338	03 Mar
China	31.201999999999998	121.4491	338	04 Mar
